sentence,target_logits,concept_logits,concept_gradient,label,concept_label
why do not you just kill yourself if you hate whites so much i guess you will in a way when you get knocked up by some negro thug you will be killing your whole genetic lineage,[[0.00595907 0.9940409 ]],[[0.9868025  0.08614645 0.7475344 ]],[[0.17547786 0.10128245 0.04853288]],1,[[1. 0. 0.]]
an emp is generated via the atomic explosion and could be created over the continent miles in the air the fallout would likely stay in space and the housing could be available to those that survive and immigrants from who knows where,[[0.86258215 0.13741785]],[[0.10099829 0.01217805 0.24253975]],[[ 0.24510346 -0.093247   -0.01946672]],0,[[0. 0. 0.]]
star wars is so gay,[[0.992203   0.00779702]],[[0.024135   0.00526613 0.28322935]],[[ 0.20220257 -0.09121612 -0.02525428]],0,[[0. 0. 1.]]
this is much more than being about filthy mudsharks this is about the destiny of humanity does it become a dumbed down mulatto race where the west falls apart like africa and asians dominate the future or do we ship the nigs back where they belong,[[0.00321163 0.9967884 ]],[[0.8679665  0.72623056 0.6822817 ]],[[ 0.00168284  0.13898487 -0.00380297]],1,[[1. 0. 1.]]
people think white nationalists want war and to exterminate others when in reality all we want is separation,[[0.9749724  0.02502762]],[[0.6395442  0.0384701  0.33904517]],[[ 0.23987357 -0.07915841 -0.02708369]],0,[[1. 0. 1.]]
it been a slow targeted boil • <number> <number> twitter places limits on parody accounts • <number> the company issues targeted abuse guidelines in response to a wave of high profile misogynistic harassment • <number> twitter bans threats terrorism promoting violence against others twitterpurge,[[0.9960252 0.0039748]],[[0.02943036 0.0095015  0.6092114 ]],[[ 0.16977505 -0.03620553 -0.00450125]],0,[[0. 0. 0.]]
last one i promise i am so white that albinos worry that i look pale,[[0.93805116 0.06194879]],[[0.20347168 0.1446051  0.11947691]],[[ 0.23302561 -0.03987677 -0.02424943]],0,[[1. 0. 0.]]
the only people trump is playing chess against are the american people the jew controlled alt right are full of liars and traitors ask yourselves would adolf hitler shake netanyahu hand would he prostrate himself like a bitch before the wailing wall,[[0.07524201 0.92475796]],[[0.19393675 0.9130241  0.8749509 ]],[[0.0186584 0.2870958 0.004432 ]],1,[[0. 1. 1.]]
do not you love when nazi wannabes complain about israel because hey like we do not want them here but we do not want them there either stupidity,[[0.87262666 0.12737335]],[[0.18199605 0.664828   0.31122553]],[[ 0.23458461 -0.03966344 -0.03657329]],0,[[0. 1. 1.]]
maybe feminism cropped its clip haired degenerate thot head up far back in the mohammedean past if so literally strapping a cork in their mouths would make good sense as a rule going forward even a broken sand nigger tells the right time twice a millennia o 😀,[[0.00336564 0.9966344 ]],[[0.9280638  0.70292765 0.73578405]],[[0.04840694 0.13456076 0.01358871]],1,[[0. 1. 1.]]
the muslim handler for killary obozo had valerie jarrett,[[0.7606795  0.23932052]],[[0.01861318 0.9142645  0.22280772]],[[ 0.26062307 -0.03961684 -0.02695211]],0,[[0. 1. 0.]]
the neo nazi faggots are all running back to twitter twatter i dunno i am attempting an educated guess the next question is what or who scared the shit out of them and made them run away,[[0.00816923 0.99183077]],[[0.10787527 0.49772963 0.33195692]],[[0.06431471 0.2136732  0.02138769]],1,[[0. 0. 1.]]
what a tortured little soul is putting a period after every word the white people version of clapping your hands as you speak it been a long time since i have seen your what a dolt,[[0.6023334  0.39766657]],[[0.69641787 0.08816522 0.12804225]],[[ 0.19884403 -0.04285729 -0.00404393]],0,[[1. 0. 0.]]
feminists are the gender counter to how muslim males think of all women in the world feminism feminist <user>,[[0.9094658  0.09053419]],[[0.06640081 0.9220353  0.9309    ]],[[0.13721979 0.0387275  0.07536753]],0,[[0. 1. 1.]]
brian ross suspension people lost money sorry but ziltch any sympathy those retarded enough to panic sell off shoudln t invest if they panicked over that they d ve lost it all later anyhow armaggedons can really occur but not everything armaggedon either concern but not actionable panic,[[0.96704894 0.0329511 ]],[[0.00875982 0.08046944 0.30371678]],[[ 0.06559711 -0.09686997 -0.04560567]],0,[[0. 0. 0.]]
besides i am irish white nigger spud nigger shamrock nigger leprechaun nigger potato nigger the nigger list towards the irish is long and creative we worked harder and treated worse than blacks and we dont cry a river over a word,[[0.0047563 0.9952437]],[[0.9973097  0.15019754 0.31512246]],[[ 0.2248862   0.18686886 -0.01033047]],1,[[1. 0. 0.]]
listen to me you fuck there is only one way you can say you are redpilled on women and that after you have created a family with one the sandnigger alien standards are those of a subhuman organism,[[0.00310683 0.99689317]],[[0.9892207  0.16241547 0.82389516]],[[0.07223197 0.15744121 0.01312883]],1,[[0. 0. 1.]]
whore says she does not want to get fucked by likely diseased faggots other whores and sjw freaks go crazy at this truly diabolical homophobia whore can not take the bullying kills herself what a world we live in,[[0.01048233 0.9895176 ]],[[0.11086009 0.18280144 0.9372998 ]],[[0.02886695 0.2263321  0.02141665]],1,[[0. 0. 1.]]
the democratic party is the party of jews and jew causes minority mutts dumb white bitches that they appoint to certain leadership positions are just puppets facade to disguise the real core and purpose of the party study jewishprivilege and who really matters in the case of conyers franken,[[0.00764429 0.9923557 ]],[[0.62604886 0.96418864 0.88027924]],[[ 0.01736963  0.2052964  -0.009983  ]],1,[[0. 1. 1.]]
please address the issue of white kids quotations for obvious reasons being raped all across the uk by muslim grooming gangs rotherham is but one city where this is happening but there are many many others and yes this is still continuing and still not being addressed by the police,[[0.28676775 0.7132322 ]],[[0.16675003 0.98220706 0.35590595]],[[0.02540571 0.24652952 0.01331098]],1,[[0. 1. 0.]]
i want roy moore to win even if it only to hear all the kikes commie faggot scum screaming about inbred misogynistic toothless alabama hillbilly white trash,[[0.00317112 0.99682885]],[[0.49469236 0.9571762  0.89956313]],[[ 0.01997425  0.11435612 -0.02691925]],1,[[1. 1. 1.]]
socialist dictator socialist feminist son of a whore space cadet spoiled bitch stuttering barky stuttering clusterfuck the brown clown the choom gangster in chief the color muslim the community agitator the crony elitist presy the drama king the execuitve infant the face of evil,[[0.09174466 0.90825534]],[[0.51024806 0.16179399 0.8678486 ]],[[0.01588685 0.1822206  0.06957398]],1,[[1. 1. 1.]]
i swear porch monkeys and sand niggers have no honor whatsoever if the kikes were pushing for european migration into africa and the middle east to out breed the porch monkey and sand niggers there i could never find myself moving there just for that purpose,[[0.00306965 0.9969304 ]],[[0.6453848  0.94638383 0.36297256]],[[ 0.03985406  0.1972741  -0.01394839]],1,[[1. 1. 1.]]
<number> <user> were marketed under speakfreely <number> the terms changed halfway through year one to restrict speech under 1 a <number> then pressured by kike groups like your wife you silenced political dissidents your argument works while companies can limit 1 a those days are ending wrong side of history,[[0.14746355 0.85253644]],[[0.0119046  0.94401246 0.04465972]],[[0.06421111 0.34987062 0.0304718 ]],1,[[0. 1. 0.]]
by taking known numbers of muslim refugees being allowed onto our soil daily <number> multiplying each by <number> for chain migration every muslim in the world could potentially be here by <number> enough diversity yet stopislam banislam,[[0.02490885 0.97509116]],[[0.04639287 0.99376005 0.10937227]],[[0.04723001 0.43727902 0.00674467]],1,[[0. 1. 0.]]
america is supposed to be home to free speech except there is one problem most of the platforms are privately owned by jews and the jews could not care less about your free speech wake up white people the jews control what you see and hear be vigilant,[[0.05705108 0.942949  ]],[[0.2921865 0.9844007 0.3909147]],[[ 0.01712643  0.3066301  -0.01276613]],1,[[0. 1. 1.]]
we lost a young white male to suicide last night if you are hurting talk to someone even a stranger my bros reach out to our youth let them know they matter counteract the anti white vitriol being vomited at them every day,[[0.9352056  0.06479438]],[[0.8324567  0.02416385 0.661933  ]],[[ 0.29672822 -0.12965277  0.00726176]],0,[[0. 0. 1.]]
the harassment of britain first continues they deserve your support,[[0.90885586 0.09114411]],[[0.1123955  0.01751476 0.8934571 ]],[[ 0.21341994 -0.09896919  0.00711012]],0,[[0. 0. 0.]]
hi i am not yuri one of the refugee from twitter hello gab ai,[[0.99245524 0.00754472]],[[0.1120117  0.00845602 0.5310509 ]],[[ 0.07930507 -0.17815939 -0.00081441]],0,[[0. 0. 0.]]
i am presuming he means the standard left wing idiots lots of hypocritical women amongst them think maria ladenburger obviously you are against these fucking muhammedans,[[0.05754211 0.942458  ]],[[0.07216465 0.9118429  0.9665382 ]],[[ 0.02639619  0.27417645 -0.0184925 ]],1,[[0. 1. 0.]]
<user> the important detail being brushed aside here is that he first inquired about housing refugees himself he just did not like the price govt offered him serves that fucker right,[[0.96403915 0.03596083]],[[0.09642502 0.0141835  0.10221812]],[[ 0.13523985 -0.14960301 -0.08367302]],0,[[0. 0. 0.]]
ricky i very much wish this could be a possibility in the us however the data since the <number> until today proves that blacks jews mestizos and asians vote overwhelmingly for democrats non whites vote overwhelmingly for less freedom bigger govt and more gibs me dat please explain,[[0.13027667 0.86972326]],[[0.93608046 0.81550276 0.20800647]],[[0.01195431 0.27887207 0.0081457 ]],1,[[1. 1. 0.]]
we can either all gang up on the kike or the kike can get everyone to gang up on us,[[0.00702536 0.99297464]],[[0.02323615 0.9887658  0.1068041 ]],[[0.07870257 0.29792887 0.01727583]],1,[[0. 1. 1.]]
i really do not understand why white people can not say nigger i mean we invented it,[[0.5122535  0.48774648]],[[0.98897904 0.02391757 0.11140115]],[[ 0.23304984 -0.01109815  0.01846348]],0,[[1. 0. 0.]]
paul is that stuff about moslems attacking white businesses in bradford on xmas eve true,[[0.83971125 0.16028869]],[[0.08283731 0.8290335  0.16832155]],[[ 0.22117507 -0.03140504 -0.0474244 ]],0,[[1. 1. 1.]]
i am so glad i do not live there anymore i got out before the muslim invasion of minnesota,[[0.05196653 0.9480335 ]],[[0.0179855  0.9899277  0.10586473]],[[0.09203988 0.45622978 0.02408189]],1,[[0. 1. 0.]]
we are falling into the dead end of a sub culture more than the ideological ghetto of libertarianism et el,[[0.9803797  0.01962036]],[[0.07062157 0.10008266 0.5964348 ]],[[ 0.18805261 -0.0443909  -0.00818269]],0,[[0. 0. 1.]]
saw the new star whores movie this is my review a long long time ago in a ghetto far far away it is a period of cibil rights nigga rocketships striking from dey hood dey have won dey first victory against the ebil cracka empire,[[0.05669015 0.94330984]],[[0.9509596  0.04886128 0.8077976 ]],[[0.09913386 0.19620384 0.0476445 ]],1,[[1. 0. 1.]]
iran our women and children are being raped murdered and stabbed by invading barbarians and we are worried about muh democracy in iran wtf iranprotests,[[0.4900718 0.5099282]],[[0.02225173 0.41404173 0.60089636]],[[-0.01051409  0.30879238  0.00795325]],1,[[0. 1. 0.]]
agreed and riyadh and any another place in that cesspool they congregate as i said level them both if we ever want world peace there are a couple billion fundie raghead that gotta go,[[0.00538536 0.99461466]],[[0.09882262 0.9544422  0.32582027]],[[0.03227918 0.16893868 0.01007383]],1,[[0. 1. 0.]]
ahaahaha towel heads are too fucking stupid i will admit jews can be smart because no dummy can be this manipulative to convince people like you to support their asses even though they are responsible for the demise of western culture although they have not done much else,[[0.00766346 0.9923366 ]],[[0.0607213  0.98481816 0.7399643 ]],[[ 0.06196213  0.22709113 -0.01158471]],1,[[0. 1. 0.]]
we are bringing back the 1 9 4 0 a homogeneous white place a safe place a place where blacks knew their place expect mass mccarthy hearings to root out the commie jew traitors amongst us hey just like you,[[0.0083085  0.99169147]],[[0.836335   0.9382379  0.13354528]],[[0.01170106 0.2201613  0.01663786]],1,[[1. 1. 0.]]
so called peaceful tolerant people rejecting democracy by promoting violence intolerance are no less bigots than those they condemn <number> years of liberal political failures to commit to viable change have only led to a disillusioned middle nurtured extreme views on the left and right,[[0.98004407 0.01995594]],[[0.15373607 0.01960576 0.54045385]],[[ 0.20015484 -0.06384508 -0.00864764]],0,[[0. 0. 1.]]
online nazi haha guys the left can not meme <number> white privilege diversity is our strength race is just skin color the holocaust racist sexist bigot homophobe islamophobe anti semite,[[0.24004897 0.759951  ]],[[0.43192372 0.6753632  0.33934334]],[[0.00700267 0.28272668 0.0031845 ]],1,[[1. 1. 1.]]
and i told you at the time as now that your list is info everyone already knows what you are afraid to tackle is the reason behind raghead terrorism as it places all the blame on your precious kikes i say let them both kill each other good riddance,[[0.00339822 0.9966017 ]],[[0.07028091 0.9897222  0.19805704]],[[-0.01964495  0.24042436 -0.01825407]],1,[[0. 1. 0.]]
fuck the community keep the muzzies on a fucking leash i consider them filthy,[[0.00334282 0.99665713]],[[0.1583428  0.89356226 0.12377559]],[[0.04249399 0.13900268 0.01815345]],1,[[0. 1. 0.]]
i am so ghetto,[[0.9686668  0.03133321]],[[0.5737166  0.00484965 0.28331256]],[[ 0.251145   -0.032798   -0.02342033]],0,[[0. 0. 0.]]
this center is going to highlight lack violence when those who visit get robbed raped and killed,[[0.95546675 0.04453323]],[[0.05248802 0.00937899 0.8234307 ]],[[ 0.21072485 -0.13257965  0.00692351]],0,[[1. 0. 0.]]
i have a question for you <user> why do you think all these nasty dirty towel heads want to kill whites why do you think they are in our white lands i am just curious here,[[0.00418668 0.9958133 ]],[[0.42151165 0.97683245 0.32137245]],[[0.02826939 0.131458   0.01190793]],1,[[0. 1. 0.]]
harvey how many babied did you kill today were they all nigger babies,[[0.00719483 0.9928052 ]],[[0.9880091  0.11998291 0.6490453 ]],[[0.09165223 0.20067151 0.00996355]],1,[[1. 0. 1.]]
i can not imagine having to live with this level of cognitive dissonance life is so much easier when you just say fuck it and adopt race realism and white nationalism instead of contradicting yourself a gorillian times over just to make niggers and jews hate you less,[[0.01236302 0.9876369 ]],[[0.73083454 0.96386945 0.4776725 ]],[[0.01605858 0.22154143 0.0010945 ]],1,[[1. 1. 1.]]
fact whites are the only race that care about animals niggers eat them chinks torture them and arabs fuck them,[[0.00339139 0.9966086 ]],[[0.90144295 0.8382602  0.5807051 ]],[[0.01787098 0.15937297 0.00439444]],1,[[1. 0. 0.]]
this dude sits around all day trying to argue with anglin others then probably bitched about targeted harassment all day,[[0.9929028  0.00709721]],[[0.10128853 0.00255711 0.7728831 ]],[[ 0.11053892 -0.21211462  0.04286362]],0,[[0. 0. 0.]]
fuck a bunch of amnesty every last one of these illegal immigrants need to be rounded up like a herd of cattle and sent back to whatever shithole of a country they came from,[[0.00615329 0.9938467 ]],[[0.4499542  0.12233916 0.5668685 ]],[[0.02701105 0.16813813 0.00537212]],1,[[0. 0. 0.]]
yes so if you hate faggots but are not a faggot yourself god will like that you hate faggots because surprise god hates faggots you are a heretic and you are damned,[[0.01528444 0.9847156 ]],[[0.09495395 0.137873   0.451531  ]],[[0.02228464 0.20668733 0.00409603]],1,[[0. 0. 0.]]
kick all illegal immigrants out they do not belong here they have no business being here we owe them nothing,[[0.08496865 0.9150314 ]],[[0.22463953 0.03405646 0.2252368 ]],[[-0.02028401  0.15028632 -0.0429558 ]],1,[[0. 0. 0.]]
i like my fascist freedom of speech as jews call every word that a non jew says to suppress his liberty just the way it is jews because your satanic diversity of opinions has brought us this,[[0.03130412 0.9686959 ]],[[0.09636776 0.995621   0.19249779]],[[0.06155198 0.467564   0.01826139]],1,[[0. 1. 0.]]
<number> to <number> seems about right as a general rule about left vs right violence as well,[[0.9883759  0.01162413]],[[0.03726738 0.01184291 0.77532846]],[[ 0.17831461 -0.09006248  0.00856227]],0,[[0. 0. 1.]]
that is about the most faggot ass looking shit a man could wear bet ya any sumbitch that dons this bs is packing a man purse too,[[0.0647838  0.93521625]],[[0.30197853 0.03492314 0.8394625 ]],[[0.00251977 0.24006872 0.03248854]],1,[[0. 0. 0.]]
it still in debate on whether or not it harassment or this guy just being really good at twisting a story,[[0.99458706 0.00541287]],[[0.02923227 0.00893672 0.4959097 ]],[[ 0.14612024 -0.09804344 -0.01680312]],0,[[0. 0. 0.]]
<user> look at the video spencer did not do a nazi salute a few in the audience did spencer is not responsible for the audience you are buying into the msm narrative here,[[0.996747   0.00325302]],[[0.07722563 0.17667489 0.20584634]],[[ 0.11818413 -0.00848383 -0.03253715]],0,[[0. 0. 0.]]
the koch faggots and friends should be ovened,[[0.00401887 0.9959811 ]],[[0.06829228 0.31765515 0.3214216 ]],[[0.03667201 0.18711333 0.01209845]],1,[[0. 1. 1.]]
remember when subscribing to a youtube channel meant you got their videos in your sub feed now you have to click this retarded bell or else youtube will curate videos out of your sub feed without your permission,[[0.9810352 0.0189648]],[[0.03053942 0.01034942 0.32180208]],[[ 0.22717746 -0.10323548 -0.02564239]],0,[[0. 0. 0.]]
<user> it actually country but ghetto stole it,[[0.93404245 0.0659576 ]],[[0.58305323 0.00711345 0.4319057 ]],[[ 0.23554604 -0.05710744 -0.02190662]],0,[[1. 0. 1.]]
imagine canada with <number> <number> of these retarded niggas in canada canadians are not used to be confronted by garbage like this yet canada shit skin moslem immigration minister ahmed hussen wants to bring <number> <number> of these animals to canada,[[0.00635192 0.9936481 ]],[[0.7361835 0.5365914 0.9364238]],[[0.0252252  0.17332116 0.01337696]],1,[[1. 1. 1.]]
i wish this faggot would die already someone send him a pepe strobe gif and cause him to stroke out,[[0.01243525 0.98756474]],[[0.15217325 0.0346709  0.26330698]],[[0.02570797 0.20989399 0.00614295]],1,[[0. 0. 1.]]
canfam next make sure that everyone you know sees video footage of taharrush gamea from europe and let them know europe has imported the muslim gang rape game and that the euro press has totally blacked out this epidemic of horrifically violent gang rape and beatings of european women,[[0.01275735 0.9872427 ]],[[0.04060012 0.98811686 0.66032714]],[[0.02393259 0.20857361 0.0050109 ]],1,[[0. 1. 0.]]
i would love to see trump bring <number> white women from europe call them refugees from the madness of merkel other lefties and refugees from rapist muslims bring them here and have a baby boom american men are tired of fat women,[[0.00825672 0.99174327]],[[0.686679   0.8727884  0.97302395]],[[0.03115489 0.21878298 0.00171899]],1,[[0. 1. 1.]]
ah yes the great poem that invites every 3 rd world shitskin to come to our shores,[[0.00811307 0.9918869 ]],[[0.28094685 0.47501218 0.26355934]],[[0.02985351 0.17950334 0.01118749]],1,[[1. 0. 0.]]
whoopi goldberk aka caryn johnson is a stupid nigger with no brain,[[0.00721253 0.9927874 ]],[[0.9907431  0.12723471 0.44545674]],[[ 0.16312264  0.12306087 -0.00026013]],1,[[1. 0. 1.]]
really alex jones believes that the arabs in israel need to return to jordan where they actually came from because that my two state solution israel and jordan done and done,[[0.7508134  0.24918656]],[[0.06829262 0.6773403  0.469834  ]],[[ 0.14495982 -0.04268611 -0.02871423]],0,[[0. 1. 0.]]
illegal aliens should just be called enemy combatants they have killed more americans than the sand niggers have in all of our wars over there daca,[[0.00395346 0.9960465 ]],[[0.6152778  0.53270507 0.32150117]],[[ 0.02859536  0.16108412 -0.00557995]],1,[[0. 1. 0.]]
what the fuck is a baba kamma there were not any jews back then i believe they were called hebrews just another semitic variety of sand nigger,[[0.00363183 0.99636817]],[[0.79661494 0.98552763 0.41436476]],[[ 0.03553335  0.2043212  -0.00474262]],1,[[1. 1. 0.]]
a very important point this is why they want to demonize white ancestors so that we become disconnected from and reject the wonderful legacy of our own past and the incredible accomplishments of those who came before us,[[0.95859575 0.04140429]],[[0.73392946 0.02986331 0.1519082 ]],[[ 0.23012333 -0.03610151 -0.01726134]],0,[[1. 0. 1.]]
blacks are much fatter in white societies but they complain a lot guess thats why they all want to move here we tried investing there but they ate all the missionaries and raped all the nuns they dont understand homosexuality,[[0.02320112 0.9767989 ]],[[0.9280796  0.39111075 0.3268558 ]],[[0.03844776 0.2404006  0.00570007]],1,[[1. 0. 0.]]
democrats forever the partyofslaves all they ever do is obstruct that so they can keep you in chains housenigger pimped out whores who keep the ghetto complacent slaveryisfreedom,[[0.00356351 0.9964365 ]],[[0.9439697  0.27027008 0.9644273 ]],[[ 0.00782417  0.18708968 -0.01747218]],1,[[1. 0. 1.]]
how about a white farmer he grows corn and kicks nigger ass he cleans up south africa,[[0.01349437 0.9865057 ]],[[0.99413186 0.0246762  0.23474078]],[[ 0.16060561  0.23656331 -0.01269934]],1,[[1. 0. 0.]]
if the greeks from <number> years ago could see the olympics now they d throw up it all about more msm promotion of gays blacks and those who hate whitey back then it was a statement of see do not mess with my country we will f you up,[[0.07396334 0.9260367 ]],[[0.80717283 0.68802786 0.28380498]],[[0.0219451  0.2514565  0.00779738]],1,[[1. 0. 0.]]
defends islam doesnt want to see islam erased from existence why not crusade against the jews and the sandniggers class remember the golden rule if you hate trump for any reason you may as well be antifa and a jew yourself namethejew <user> is a jew,[[0.00380891 0.996191  ]],[[0.06049024 0.9984459  0.24457769]],[[0.10038929 0.21598442 0.02646216]],1,[[1. 1. 0.]]
a facile claim of anti semitism does not equal the new ones murder jews and are driving them out especially when the muslims are semites and the jews are khazars,[[0.04174253 0.9582575 ]],[[0.04450792 0.99608874 0.12915017]],[[0.10224063 0.26250425 0.04807608]],1,[[0. 1. 0.]]
the christ cuck sand nigger messiah cries out in pain as he shoots himself in the foot with his sand nigger religion lmao,[[0.00562357 0.9943764 ]],[[0.98444057 0.20311026 0.44509143]],[[ 0.17245674  0.10918757 -0.00971765]],1,[[0. 1. 0.]]
do not put your gab mug in the dishwasher the gab decal is not dishwasher safe 😢 <user> <user> edit only the black gab mug does this the white one will not thanks for the replacement gab ♥,[[0.9954477  0.00455228]],[[0.04425014 0.02436172 0.0250992 ]],[[ 0.20307417 -0.01744462 -0.05540341]],0,[[0. 0. 0.]]
they are using arabs and africans to wipe out the western culture people it came from their mouths check my bitchute,[[0.21672757 0.78327245]],[[0.16356352 0.21934506 0.34390378]],[[-0.01030487  0.25612912  0.00313584]],1,[[1. 0. 0.]]
backpedaling fails to point out exactly my comments and resumes to nonsensical aussie retarded babbles go choke on a cock you useless wrinkly aussie slag you are th descendants of the bottom feeders among limeys loll,[[0.00465528 0.9953447 ]],[[0.78861326 0.14879507 0.87426776]],[[0.02877728 0.15923707 0.01642091]],1,[[1. 0. 0.]]
and the pitifultruth is that when german women got to good to have german families the damned ragheads come in and rape them,[[0.00489846 0.9951015 ]],[[0.52594036 0.45986715 0.9714102 ]],[[ 0.01745184  0.17445894 -0.06294712]],1,[[0. 1. 1.]]
so nice to see an american family in the white house and not the ghetto trash who was ruining our country maga gabfam britfam,[[0.01098337 0.98901665]],[[0.92588633 0.41136292 0.6602856 ]],[[0.03113041 0.21051233 0.01274938]],1,[[1. 0. 0.]]
libtards are allowing jews and people of color to ruin america,[[0.01207959 0.9879204 ]],[[0.37890878 0.9697798  0.19436848]],[[0.03805301 0.27624288 0.00480891]],1,[[1. 1. 0.]]
only boer farmers are welcome the suburban white population initiated this holocaust on themselves they would only come here for the rainbow flags and abundant niggerdick,[[0.00309132 0.9969087 ]],[[0.97447896 0.42770395 0.3422861 ]],[[ 0.09482397  0.15041964 -0.00712276]],1,[[1. 1. 0.]]
i mean i get that race exists but the qualifications are weird like we have caucasians that do not live in europe yet according to white supremacists here in the usa they are not classified as white,[[0.9772578  0.02274222]],[[0.79183066 0.02876249 0.1559041 ]],[[ 0.22802511 -0.02601327 -0.01500062]],0,[[1. 0. 0.]]
america the rulers overlords at the federal local levels have made a declaration the lives of american citizens are no longer our concern as of this moment the only lives worth protecting defending are those of illegal aliens muslim terrorists libbyschaaf,[[0.00735754 0.99264246]],[[0.03561229 0.97782123 0.11068835]],[[-0.0104013   0.31709006 -0.02542669]],1,[[0. 1. 0.]]
another ghetto fucking nigger ape murdering a white woman and not one mentioned in the fake news media about it white people need to bring back lynching parties again corrupt government law enforcement has neutered white men from justice from these sub human monkeys,[[0.0033037  0.99669635]],[[0.9842961  0.17913795 0.5932174 ]],[[0.15258555 0.11607031 0.01646157]],1,[[1. 0. 0.]]
i hope there are not many of my fellow asians in sweden high chance of falling victim to islamic rape gangs in that country,[[0.03515008 0.96484995]],[[0.06823016 0.9803823  0.71879697]],[[ 0.05793288  0.31677878 -0.00381827]],1,[[0. 1. 0.]]
<user> hot take incoming more racism and sexism from minorities than the white majority in this country,[[0.99324846 0.00675152]],[[0.568206   0.0065129  0.17802124]],[[ 0.2080914  -0.02666831 -0.02871693]],0,[[1. 0. 0.]]
trudeau is a muzzie loving faggot he loves the goathumpers at the expense of canadians yet the canadians elected him what is wrong with canada,[[0.00510362 0.99489635]],[[0.2374397  0.7953163  0.22736964]],[[0.0459813  0.17078827 0.01653907]],1,[[0. 1. 0.]]
sounds pretty queer to me,[[0.9886619  0.01133819]],[[0.02954467 0.01091594 0.23855714]],[[ 0.08662372 -0.19254425 -0.06909123]],0,[[0. 0. 0.]]
i find it easy to get around being called a racist sexist nazi homophobe if you are just an asshole to everyone,[[0.91416276 0.08583727]],[[0.21558477 0.33165482 0.67810273]],[[ 0.23570113 -0.04275195 -0.02183463]],0,[[1. 1. 1.]]
<user> there are muslim umma fuckers muslim halal facebook is not reliable we must have a website social networking far powerfrul than muslim halal facebook we can destroy the coward muslim umma fuckers very easily,[[0.01853019 0.98146987]],[[0.02594313 0.9954804  0.11003875]],[[0.06726683 0.41003603 0.02632866]],1,[[0. 1. 0.]]
no excuse for us not to offer refugee status to white refugees in south africa,[[0.984309   0.01569099]],[[0.76178956 0.00731729 0.19082029]],[[ 0.24022436 -0.01840491 -0.02063136]],0,[[1. 0. 0.]]
atomaweapon is a puny faggot trying to be big shit asking billshit questions to dodge the subject,[[0.1736566 0.8263434]],[[0.11140565 0.01726499 0.10659301]],[[-0.03034527  0.22114637 -0.02913006]],1,[[0. 0. 0.]]
fuck that towelhead terrorist ship him to syria and drop him off a building fucking cuck,[[0.00471792 0.9952821 ]],[[0.16753694 0.6340731  0.8195448 ]],[[0.00682026 0.15078503 0.01959543]],1,[[0. 1. 0.]]
did you hear about the sand nigger lookin guy on the human rights council of australia who used his parliament speaking time to rail against the fast track immigration to the south african whites that was proposed this is far worse than just clown world,[[0.00490466 0.9950954 ]],[[0.980207   0.5259995  0.19333193]],[[ 0.12686661  0.17540543 -0.03856737]],1,[[1. 1. 0.]]
i guess she will be blaming that on russia too and white women and comey and well you get the point,[[0.9731128  0.02688721]],[[0.6309171  0.05337378 0.9587065 ]],[[ 0.23652552 -0.02385665 -0.01041568]],0,[[1. 0. 1.]]
<user> ‍ just listening to the latest radical agenda and was interested to listen to that one caller who said that we have an online ethnostate it seems more like an online ghetto to me but as they say you say tomato i pronounce it properly,[[0.99549675 0.00450321]],[[0.20561765 0.03073081 0.10685254]],[[ 0.1607172  -0.00890723 -0.01839276]],0,[[1. 0. 0.]]
i poisoned sergei skripal he was a faggot anyway,[[0.04222175 0.9577783 ]],[[0.3891117  0.07483788 0.27262652]],[[ 0.0146018   0.17140438 -0.01414115]],1,[[0. 0. 0.]]
your pussy muzzie loving government is killing you off faster than any battlefield aside from a handful of brit your giving your country up just like your parliament wanted to do in <number> here you go hitler we give up you had better resurrect churchill rapidly cuck boy,[[0.00378367 0.99621636]],[[0.49904683 0.7521416  0.8947923 ]],[[ 0.0203791   0.13870734 -0.01540054]],1,[[0. 1. 0.]]
i never thought i would see the day when faggots and niggers are held in a higher regard than myself when the leaders of your own country hate you love them your country is screwed,[[0.00757733 0.99242264]],[[0.9775244  0.03262626 0.35915518]],[[ 0.11843454  0.1312836  -0.00818977]],1,[[1. 0. 0.]]
just how many niggers has david duke defeated in a knife fight did heimbach show you all the bullet holes that niggers have put in him and have many times has spencer been ass raped by a nigger and no you can not count the times money was exchanged beforehand mpcstatusupdates,[[0.00982981 0.9901702 ]],[[0.9915609  0.06088164 0.37283552]],[[ 0.17991291  0.06478691 -0.02354076]],1,[[1. 0. 0.]]
keft wing nazi <number> life,[[0.8411843 0.1588157]],[[0.05114355 0.6181917  0.24451317]],[[ 0.05145571 -0.02920077 -0.08824961]],0,[[0. 0. 0.]]
have just another rabbit running on facebook under the honey badge guise this one is a little rocket wicked fun making jews dance the homo paedo dave slatfascists is unable to find me on facebook,[[0.02393624 0.9760637 ]],[[0.12885892 0.9176125  0.6894696 ]],[[ 0.06706402  0.15520927 -0.01684871]],1,[[0. 1. 0.]]
easy to make generalized statements a stopped watch is right twice per day drug addicts can make intelligent statements from time to time even a mentally retarded person knows when to go to the bathroom,[[0.8260283  0.17397171]],[[0.02275553 0.03376326 0.16063447]],[[ 0.27141175 -0.1048742  -0.04035242]],0,[[0. 0. 0.]]
